Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
DeMMO1_1	g__Pseudomonas (UID4550)	78	1044	368	45	965	33	1	0	0	97.64	4.37	5.56
DeMMO1_10	c__Alphaproteobacteria (UID3422)	26	529	308	182	337	10	0	0	0	61.93	1.12	30.00
DeMMO1_11	k__Bacteria (UID1453)	901	171	117	59	112	0	0	0	0	59.80	0.00	0.00
DeMMO1_12	c__Betaproteobacteria (UID3959)	235	419	211	171	213	34	1	0	0	58.68	9.02	21.62
DeMMO1_13	o__Burkholderiales (UID4000)	193	427	214	147	274	6	0	0	0	58.15	1.26	0.00
DeMMO1_14	k__Bacteria (UID203)	5449	100	55	55	33	12	0	0	0	49.82	9.34	58.33
DeMMO1_15	c__Betaproteobacteria (UID3959)	235	418	210	209	198	11	0	0	0	48.68	1.54	36.36
DeMMO1_16	k__Bacteria (UID203)	5449	104	58	64	31	9	0	0	0	44.06	10.66	0.00
DeMMO1_17	k__Bacteria (UID3187)	2258	181	110	97	84	0	0	0	0	43.19	0.00	0.00
DeMMO1_18	k__Bacteria (UID2329)	174	149	89	93	50	6	0	0	0	39.32	2.70	0.00
DeMMO1_19	k__Bacteria (UID2982)	88	229	148	130	97	2	0	0	0	37.78	1.01	0.00
DeMMO1_2	c__Betaproteobacteria (UID3959)	235	418	210	37	360	21	0	0	0	93.36	7.09	38.10
DeMMO1_20	c__Deltaproteobacteria (UID3218)	61	284	169	187	95	2	0	0	0	31.10	0.61	50.00
DeMMO1_21	c__Betaproteobacteria (UID3959)	235	418	210	285	122	11	0	0	0	29.94	3.25	9.09
DeMMO1_22	k__Bacteria (UID209)	5443	105	59	53	52	0	0	0	0	29.65	0.00	0.00
DeMMO1_23	k__Bacteria (UID2495)	2993	143	89	101	42	0	0	0	0	26.62	0.00	0.00
DeMMO1_24	p__Euryarchaeota (UID3)	148	188	125	141	44	3	0	0	0	24.40	0.92	0.00
DeMMO1_25	k__Archaea (UID2)	207	149	107	116	32	1	0	0	0	20.60	0.93	0.00
DeMMO1_3	k__Bacteria (UID2982)	88	230	148	28	198	4	0	0	0	84.94	2.06	0.00
DeMMO1_4	o__Burkholderiales (UID4000)	193	427	214	79	344	4	0	0	0	79.35	0.96	0.00
DeMMO1_5	o__Rhizobiales (UID3642)	107	484	316	96	365	23	0	0	0	78.62	5.53	56.52
DeMMO1_6	k__Bacteria (UID2495)	2993	143	89	25	118	0	0	0	0	76.30	0.00	0.00
DeMMO1_7	k__Archaea (UID2)	207	149	107	32	116	1	0	0	0	73.36	0.47	0.00
DeMMO1_8	k__Archaea (UID2)	207	149	107	50	98	1	0	0	0	64.80	0.93	0.00
DeMMO1_9	k__Bacteria (UID2565)	2921	152	93	64	80	7	1	0	0	62.35	9.68	0.00
