Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
DeMMO4_1	c__Gammaproteobacteria (UID4201)	1164	275	174	48	225	2	0	0	0	96.95	0.29	0.00
DeMMO4_10	k__Bacteria (UID2495)	2993	143	89	33	109	1	0	0	0	77.74	1.12	0.00
DeMMO4_11	k__Bacteria (UID3187)	2258	181	110	33	145	3	0	0	0	77.17	2.12	0.00
DeMMO4_12	o__Burkholderiales (UID4000)	193	427	214	154	250	23	0	0	0	73.12	3.56	21.74
DeMMO4_13	c__Betaproteobacteria (UID3971)	223	424	211	115	298	11	0	0	0	69.25	0.76	18.18
DeMMO4_14	k__Bacteria (UID2565)	2921	152	93	45	106	1	0	0	0	68.27	1.08	0.00
DeMMO4_15	k__Bacteria (UID2565)	2921	152	93	40	111	1	0	0	0	68.23	1.08	0.00
DeMMO4_16	k__Bacteria (UID2565)	2921	143	88	48	93	2	0	0	0	64.81	1.20	0.00
DeMMO4_17	o__Sphingomonadales (UID3310)	26	569	293	224	331	14	0	0	0	62.76	2.76	21.43
DeMMO4_18	c__Deltaproteobacteria (UID3216)	83	247	155	80	162	4	1	0	0	62.31	2.46	0.00
DeMMO4_19	f__Rhodocyclaceae (UID3972)	30	540	241	203	303	34	0	0	0	60.41	5.57	5.88
DeMMO4_2	k__Bacteria (UID2569)	434	278	186	7	269	2	0	0	0	96.24	1.08	0.00
DeMMO4_20	k__Bacteria (UID1452)	924	151	101	51	99	1	0	0	0	57.03	0.99	0.00
DeMMO4_21	k__Bacteria (UID1452)	924	151	101	49	101	1	0	0	0	56.73	0.99	0.00
DeMMO4_22	k__Bacteria (UID1452)	924	151	101	54	97	0	0	0	0	54.62	0.00	0.00
DeMMO4_23	k__Bacteria (UID203)	5449	104	58	38	66	0	0	0	0	54.21	0.00	0.00
DeMMO4_24	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	51.72	0.00	0.00
DeMMO4_25	k__Bacteria (UID203)	5449	104	58	71	33	0	0	0	0	50.86	0.00	0.00
DeMMO4_26	k__Bacteria (UID1452)	924	163	110	88	65	10	0	0	0	47.84	7.27	0.00
DeMMO4_27	p__Euryarchaeota (UID3)	148	188	125	85	103	0	0	0	0	47.14	0.00	0.00
DeMMO4_28	p__Euryarchaeota (UID3)	148	188	125	101	87	0	0	0	0	45.84	0.00	0.00
DeMMO4_29	p__Euryarchaeota (UID49)	95	228	153	135	87	6	0	0	0	44.44	0.90	0.00
DeMMO4_3	c__Betaproteobacteria (UID3959)	235	419	211	32	381	6	0	0	0	95.99	1.45	0.00
DeMMO4_30	c__Alphaproteobacteria (UID3305)	564	349	230	198	133	18	0	0	0	42.05	6.45	5.56
DeMMO4_31	k__Bacteria (UID203)	5449	104	58	57	37	10	0	0	0	40.83	2.13	0.00
DeMMO4_32	k__Bacteria (UID1453)	901	171	117	89	72	10	0	0	0	39.48	1.39	0.00
DeMMO4_33	k__Bacteria (UID3187)	2258	181	110	121	60	0	0	0	0	34.75	0.00	0.00
DeMMO4_34	k__Archaea (UID2)	207	149	107	105	44	0	0	0	0	32.71	0.00	0.00
DeMMO4_35	k__Bacteria (UID1452)	924	151	101	91	55	5	0	0	0	29.73	4.46	20.00
DeMMO4_36	k__Bacteria (UID1452)	924	161	108	117	33	10	1	0	0	29.32	9.26	7.69
DeMMO4_37	k__Bacteria (UID203)	5449	104	58	81	23	0	0	0	0	29.31	0.00	0.00
DeMMO4_38	f__Rhodocyclaceae (UID3972)	30	540	241	347	170	21	2	0	0	28.93	3.45	3.70
DeMMO4_39	k__Bacteria (UID203)	5449	104	58	84	20	0	0	0	0	28.45	0.00	0.00
DeMMO4_4	k__Bacteria (UID2570)	433	273	183	16	254	3	0	0	0	93.13	1.64	0.00
DeMMO4_40	k__Bacteria (UID203)	5449	104	58	80	24	0	0	0	0	23.35	0.00	0.00
DeMMO4_41	k__Bacteria (UID203)	5449	104	58	84	20	0	0	0	0	20.61	0.00	0.00
DeMMO4_42	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	18.97	0.00	0.00
DeMMO4_43	k__Bacteria (UID2565)	2921	152	93	124	25	3	0	0	0	17.64	2.25	0.00
DeMMO4_44	k__Bacteria (UID203)	5449	104	58	89	13	2	0	0	0	14.95	1.72	0.00
DeMMO4_45	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	10.34	0.00	0.00
DeMMO4_5	k__Bacteria (UID2570)	433	270	179	17	233	20	0	0	0	92.40	6.67	0.00
DeMMO4_6	k__Bacteria (UID2495)	2993	147	91	14	133	0	0	0	0	86.81	0.00	0.00
DeMMO4_7	k__Bacteria (UID2565)	2921	152	93	21	129	2	0	0	0	82.91	1.61	50.00
DeMMO4_8	o__Sphingomonadales (UID3310)	26	569	293	103	447	19	0	0	0	80.39	1.32	78.95
DeMMO4_9	p__Euryarchaeota (UID3)	148	188	125	38	139	10	0	1	0	77.93	10.40	6.25
